Frame_Index,Frame_ID,Points_Within_1m,Avg_Height_m,Status
276,00000276,1425,1.374224,OK
277,00000277,1463,1.3766521,OK
278,00000278,1470,1.3712083,OK
279,00000279,1434,1.3715559,OK
280,00000280,1473,1.3764813,OK
281,00000281,1466,1.3704038,OK
282,00000282,1409,1.3749143,OK
283,00000283,1470,1.369507,OK
284,00000284,1502,1.3759772,OK
285,00000285,1400,1.3729407,OK
286,00000286,1447,1.3718088,OK
287,00000287,1462,1.3716807,OK
288,00000288,1406,1.3801038,OK
289,00000289,1426,1.3733028,OK
290,00000290,1431,1.374402,OK
291,00000291,1433,1.372231,OK
292,00000292,1470,1.3727088,OK
293,00000293,1436,1.3707789,OK
294,00000294,1420,1.3720497,OK
295,00000295,1440,1.3739679,OK
296,00000296,1478,1.3739848,OK
297,00000297,1446,1.3713684,OK
298,00000298,1406,1.3660764,OK
299,00000299,1449,1.3675535,OK
300,00000300,1412,1.3717716,OK
301,00000301,1418,1.3710706,OK
302,00000302,1396,1.3736308,OK
303,00000303,1384,1.370687,OK
304,00000304,1434,1.3742484,OK
305,00000305,1400,1.371067,OK
306,00000306,1377,1.3740069,OK
307,00000307,1403,1.3743765,OK
308,00000308,1372,1.3695431,OK
309,00000309,1377,1.3703843,OK
310,00000310,1365,1.3710093,OK
311,00000311,1369,1.3719283,OK
312,00000312,1391,1.3737156,OK
313,00000313,1393,1.370116,OK
314,00000314,1384,1.3701682,OK
315,00000315,1397,1.3778498,OK
316,00000316,1341,1.374791,OK
317,00000317,1415,1.3719211,OK
318,00000318,1396,1.3757799,OK
319,00000319,1430,1.369395,OK
320,00000320,1408,1.3711182,OK
321,00000321,1361,1.3695493,OK
322,00000322,1432,1.3691126,OK
323,00000323,1419,1.3702052,OK
324,00000324,1378,1.3691666,OK
325,00000325,1389,1.3745408,OK
326,00000326,1320,1.3739383,OK
327,00000327,1348,1.3700278,OK
328,00000328,1396,1.373199,OK
329,00000329,1368,1.3712722,OK
330,00000330,1363,1.371153,OK
331,00000331,1466,1.3725531,OK
332,00000332,1406,1.3714958,OK
333,00000333,1448,1.3690976,OK
334,00000334,1421,1.3746265,OK
335,00000335,1393,1.373982,OK
336,00000336,1420,1.3734874,OK
337,00000337,1388,1.3742795,OK
338,00000338,1392,1.369058,OK
339,00000339,1472,1.3757138,OK
340,00000340,1456,1.3753389,OK
341,00000341,1369,1.37782,OK
342,00000342,1378,1.3739384,OK
343,00000343,1388,1.3773792,OK
344,00000344,1442,1.371537,OK
345,00000345,1457,1.3726965,OK
346,00000346,1402,1.3709553,OK
347,00000347,1406,1.3681816,OK
348,00000348,1335,1.3722076,OK
349,00000349,1408,1.3687545,OK
350,00000350,1408,1.371561,OK
351,00000351,1355,1.369988,OK
352,00000352,1369,1.3704106,OK
353,00000353,1370,1.3726497,OK
354,00000354,1354,1.367143,OK
355,00000355,1399,1.3710309,OK
356,00000356,1374,1.3644516,OK
357,00000357,1443,1.3699095,OK
358,00000358,1352,1.3722689,OK
359,00000359,1398,1.3712647,OK
360,00000360,1316,1.373306,OK
361,00000361,1363,1.3738058,OK
362,00000362,1436,1.3730373,OK
363,00000363,1415,1.3692257,OK
364,00000364,1349,1.3705499,OK
365,00000365,1399,1.3735102,OK
366,00000366,1368,1.3700311,OK
367,00000367,1370,1.3700377,OK
368,00000368,1399,1.3707262,OK
369,00000369,1395,1.3744433,OK
370,00000370,1415,1.3732983,OK
371,00000371,1442,1.3758503,OK
372,00000372,1435,1.3704304,OK
373,00000373,1387,1.3709291,OK
374,00000374,1383,1.3681223,OK
375,00000375,1464,1.3758222,OK
376,00000376,1467,1.37264,OK
377,00000377,1494,1.3720741,OK
378,00000378,1493,1.3805352,OK
379,00000379,1458,1.3707054,OK
380,00000380,1518,1.374944,OK
381,00000381,1450,1.3806988,OK
382,00000382,1491,1.3754084,OK
383,00000383,1534,1.3778778,OK
384,00000384,1414,1.3770713,OK
385,00000385,1521,1.3783557,OK
386,00000386,1502,1.376798,OK
387,00000387,1495,1.3746499,OK
388,00000388,1483,1.3762299,OK
389,00000389,1481,1.3761904,OK
390,00000390,1547,1.3784003,OK
391,00000391,1492,1.3761929,OK
392,00000392,1562,1.377226,OK
393,00000393,1520,1.3752548,OK
394,00000394,1543,1.3760524,OK
395,00000395,1525,1.3760773,OK
396,00000396,1461,1.3724191,OK
397,00000397,1448,1.3760339,OK
398,00000398,1486,1.3781728,OK
399,00000399,1672,1.3665582,OK
400,00000400,1738,1.3650031,OK
401,00000401,1617,1.3608193,OK
402,00000402,1702,1.3571037,OK
403,00000403,1742,1.3492979,OK
404,00000404,1666,1.3412989,OK
405,00000405,1674,1.3494769,OK
406,00000406,1669,1.3471293,OK
407,00000407,1573,1.3374171,OK
408,00000408,1651,1.3431407,OK
409,00000409,1768,1.3335925,OK
410,00000410,1711,1.3336177,OK
411,00000411,1647,1.3338062,OK
412,00000412,1553,1.3342862,OK
413,00000413,1570,1.3480742,OK
414,00000414,1582,1.3538334,OK
415,00000415,1436,1.3541089,OK
416,00000416,1508,1.3609416,OK
417,00000417,1448,1.3562028,OK
418,00000418,1501,1.356852,OK
419,00000419,1556,1.3600384,OK
420,00000420,1562,1.3622912,OK
421,00000421,1489,1.3582871,OK
422,00000422,1524,1.3608865,OK
423,00000423,1516,1.3603122,OK
424,00000424,1491,1.3626931,OK
425,00000425,1582,1.3609828,OK
426,00000426,1646,1.3692379,OK
427,00000427,1685,1.3716252,OK
428,00000428,1654,1.3669837,OK
429,00000429,1566,1.3633659,OK
430,00000430,1618,1.3676003,OK
431,00000431,1650,1.365532,OK
432,00000432,1633,1.3638754,OK
433,00000433,1660,1.3624413,OK
434,00000434,1648,1.3649387,OK
435,00000435,1667,1.3633902,OK
436,00000436,1757,1.3657364,OK
437,00000437,1639,1.3618182,OK
438,00000438,1754,1.3723645,OK
439,00000439,1737,1.3619182,OK
440,00000440,1675,1.3655889,OK
441,00000441,1733,1.3651924,OK
442,00000442,1713,1.3681077,OK
443,00000443,1656,1.3632188,OK
444,00000444,1802,1.3675759,OK
445,00000445,1691,1.3685546,OK
446,00000446,1710,1.3645467,OK
447,00000447,1731,1.367445,OK
448,00000448,1728,1.3668364,OK
449,00000449,1714,1.3638151,OK
450,00000450,1695,1.3727425,OK
451,00000451,1674,1.3720102,OK
452,00000452,1741,1.3711901,OK
453,00000453,1801,1.371074,OK
454,00000454,1752,1.3677299,OK
455,00000455,1663,1.3732249,OK
456,00000456,1718,1.3719984,OK
457,00000457,1696,1.370545,OK
458,00000458,1753,1.3699152,OK
459,00000459,1689,1.3731712,OK
460,00000460,1767,1.3682635,OK
461,00000461,1779,1.3687356,OK
462,00000462,1818,1.368788,OK
463,00000463,1737,1.3693236,OK
464,00000464,1721,1.3704188,OK
465,00000465,1699,1.3679848,OK
466,00000466,1711,1.3711822,OK
467,00000467,1792,1.3715582,OK
468,00000468,1692,1.3660669,OK
469,00000469,1708,1.3664691,OK
470,00000470,1668,1.3613132,OK
471,00000471,1771,1.3674533,OK
472,00000472,1663,1.3647968,OK
473,00000473,1719,1.3625311,OK
474,00000474,1660,1.3626432,OK
475,00000475,1656,1.3648993,OK
476,00000476,1731,1.3685867,OK
477,00000477,1718,1.3672148,OK
478,00000478,1690,1.3603379,OK
479,00000479,1725,1.3721468,OK
480,00000480,1739,1.3689508,OK
481,00000481,1684,1.3673251,OK
482,00000482,1624,1.365409,OK
483,00000483,1663,1.3657596,OK
484,00000484,1746,1.3680365,OK
485,00000485,1704,1.3679773,OK
486,00000486,1621,1.3632237,OK
487,00000487,1688,1.3628901,OK
488,00000488,1697,1.367414,OK
489,00000489,1705,1.3654186,OK
490,00000490,1678,1.3635962,OK
491,00000491,1633,1.3633407,OK
492,00000492,1722,1.3611535,OK
493,00000493,1725,1.3671136,OK
494,00000494,1665,1.3694184,OK
495,00000495,1671,1.3695105,OK
496,00000496,1818,1.3651508,OK
497,00000497,1773,1.3682203,OK
498,00000498,1686,1.3669319,OK
499,00000499,1669,1.3673029,OK
500,00000500,1700,1.3647686,OK
501,00000501,1736,1.3649619,OK
502,00000502,1707,1.3630708,OK
503,00000503,1709,1.3691376,OK
504,00000504,1698,1.369189,OK
505,00000505,1770,1.3665136,OK
506,00000506,1661,1.3660243,OK
507,00000507,1611,1.3657317,OK
508,00000508,1723,1.369635,OK
509,00000509,1736,1.3681151,OK
510,00000510,1664,1.3689613,OK
511,00000511,1694,1.367629,OK
512,00000512,1693,1.3685001,OK
513,00000513,1714,1.3679593,OK
514,00000514,1713,1.3670113,OK
515,00000515,1633,1.3672985,OK
516,00000516,1739,1.3663647,OK
517,00000517,1608,1.3651958,OK
518,00000518,1614,1.3684236,OK
519,00000519,1630,1.365421,OK
520,00000520,1703,1.3660539,OK
521,00000521,1674,1.371174,OK
522,00000522,1678,1.3661062,OK
523,00000523,1746,1.3661587,OK
524,00000524,1696,1.3662181,OK
525,00000525,1716,1.3666611,OK
526,00000526,1682,1.3661482,OK
527,00000527,1662,1.3678409,OK
528,00000528,1649,1.3657097,OK
529,00000529,1675,1.3673111,OK
530,00000530,1690,1.365551,OK
531,00000531,1698,1.3638598,OK
532,00000532,1654,1.3652184,OK
533,00000533,1725,1.3674581,OK
534,00000534,1739,1.3668472,OK
535,00000535,1633,1.3657055,OK
536,00000536,1701,1.3636937,OK
537,00000537,1645,1.367692,OK
538,00000538,1705,1.3690201,OK
539,00000539,1649,1.3673838,OK
540,00000540,1720,1.3643621,OK
541,00000541,1686,1.3644905,OK
542,00000542,1675,1.3646914,OK
543,00000543,1731,1.3680512,OK
544,00000544,1689,1.3703744,OK
545,00000545,1749,1.3681616,OK
546,00000546,1687,1.3716333,OK
547,00000547,1689,1.3686632,OK
548,00000548,1803,1.3687899,OK
549,00000549,1703,1.3677341,OK
550,00000550,1743,1.3728979,OK
551,00000551,1699,1.3676631,OK
552,00000552,1733,1.3680598,OK
553,00000553,1802,1.3686447,OK
554,00000554,1711,1.3708977,OK
555,00000555,1782,1.3636135,OK
556,00000556,1800,1.3707108,OK
557,00000557,1719,1.3678697,OK
558,00000558,2755,1.4380951,OK
559,00000559,3991,1.4309509,OK
560,00000560,3657,1.4161398,OK
561,00000561,3416,1.3998277,OK
562,00000562,3256,1.3900782,OK
563,00000563,1788,1.3559177,OK
564,00000564,1801,1.3665648,OK
565,00000565,1764,1.3717582,OK
566,00000566,1708,1.3705409,OK
567,00000567,1790,1.372201,OK
568,00000568,1826,1.372637,OK
569,00000569,1726,1.3678033,OK
570,00000570,1692,1.3660861,OK
571,00000571,1658,1.3685876,OK
572,00000572,1804,1.3689761,OK
573,00000573,1751,1.3710511,OK
574,00000574,1700,1.3695531,OK
575,00000575,1704,1.3687747,OK
576,00000576,1760,1.3707595,OK
577,00000577,1768,1.3699832,OK
578,00000578,1789,1.3646913,OK
579,00000579,1872,1.359858,OK
580,00000580,1829,1.3601891,OK
581,00000581,1732,1.3656088,OK
582,00000582,1737,1.3622296,OK
583,00000583,1683,1.3643593,OK
584,00000584,1668,1.3643152,OK
585,00000585,1696,1.3646159,OK
586,00000586,1744,1.364876,OK
587,00000587,1727,1.3651485,OK
588,00000588,1723,1.366089,OK
589,00000589,1717,1.3637297,OK
590,00000590,1626,1.3604828,OK
591,00000591,1650,1.3600739,OK
592,00000592,1668,1.361663,OK
593,00000593,1585,1.3663582,OK
594,00000594,1697,1.3670062,OK
595,00000595,1673,1.3662571,OK
596,00000596,1636,1.3647786,OK
597,00000597,1711,1.3664386,OK
598,00000598,1708,1.3644974,OK
599,00000599,1650,1.3680216,OK
600,00000600,1682,1.3719554,OK
601,00000601,1643,1.369636,OK
602,00000602,1731,1.3651291,OK
603,00000603,1716,1.3689172,OK
604,00000604,1662,1.3653249,OK
605,00000605,1655,1.3657153,OK
606,00000606,1646,1.368645,OK
607,00000607,1583,1.3643128,OK
608,00000608,1553,1.3660936,OK
609,00000609,1607,1.3662723,OK
610,00000610,1638,1.361546,OK
611,00000611,1645,1.3645681,OK
612,00000612,1627,1.3644253,OK
613,00000613,1687,1.3646393,OK
614,00000614,1681,1.3663408,OK
615,00000615,1687,1.3652183,OK
616,00000616,1663,1.3635564,OK
617,00000617,1668,1.369206,OK
618,00000618,1651,1.3676087,OK
619,00000619,1629,1.3689278,OK
620,00000620,1648,1.369174,OK
621,00000621,1626,1.3632702,OK
622,00000622,1584,1.3628591,OK
623,00000623,1725,1.3649977,OK
624,00000624,1640,1.3667135,OK
625,00000625,1616,1.3664511,OK
626,00000626,1684,1.3706754,OK
627,00000627,1669,1.366864,OK
628,00000628,1630,1.3612362,OK
629,00000629,1660,1.3669442,OK
630,00000630,1629,1.3654253,OK
631,00000631,1560,1.3615048,OK
632,00000632,1632,1.3635112,OK
633,00000633,1594,1.360648,OK
634,00000634,1589,1.3606998,OK
635,00000635,1687,1.3648233,OK
636,00000636,1650,1.365533,OK
637,00000637,1651,1.3662521,OK
638,00000638,1692,1.3653462,OK
639,00000639,1594,1.3638014,OK
640,00000640,1642,1.3668672,OK
641,00000641,1623,1.3634515,OK
642,00000642,1640,1.3624729,OK
643,00000643,1633,1.3645704,OK
644,00000644,1669,1.3640437,OK
645,00000645,1638,1.3657439,OK
646,00000646,1606,1.3628453,OK
647,00000647,1646,1.3646472,OK
648,00000648,1683,1.3633697,OK
649,00000649,1629,1.362649,OK
650,00000650,1575,1.3617901,OK
651,00000651,1484,1.3620778,OK
652,00000652,1592,1.3649491,OK
653,00000653,1520,1.3658401,OK
654,00000654,1549,1.3675115,OK
655,00000655,1511,1.3642709,OK
656,00000656,1531,1.3599963,OK
657,00000657,1451,1.3625281,OK
658,00000658,1510,1.3652617,OK
659,00000659,1460,1.3619851,OK
660,00000660,1466,1.3566962,OK
661,00000661,1557,1.3628495,OK
662,00000662,1549,1.3644625,OK
663,00000663,1510,1.3645223,OK
664,00000664,1533,1.3619075,OK
665,00000665,1495,1.3670114,OK
666,00000666,1488,1.3626089,OK
667,00000667,1573,1.3655992,OK
668,00000668,1532,1.3652437,OK
669,00000669,1513,1.3602463,OK
670,00000670,1483,1.3663627,OK
671,00000671,1445,1.3639988,OK
672,00000672,1490,1.3646338,OK
673,00000673,1504,1.361628,OK
674,00000674,1485,1.3615967,OK
675,00000675,1464,1.3639982,OK
676,00000676,1491,1.3651545,OK
677,00000677,1434,1.3639641,OK
678,00000678,1536,1.3616194,OK
679,00000679,1497,1.3661311,OK
680,00000680,1483,1.3624431,OK
681,00000681,1523,1.3632985,OK
682,00000682,1520,1.3670117,OK
683,00000683,1490,1.3614352,OK
684,00000684,1497,1.3587829,OK
685,00000685,1513,1.3675827,OK
686,00000686,1374,1.3567964,OK
687,00000687,1513,1.364425,OK
688,00000688,1460,1.3592035,OK
689,00000689,1563,1.3630825,OK
690,00000690,1494,1.3569784,OK
691,00000691,1500,1.3543514,OK
692,00000692,1442,1.3554,OK
693,00000693,1419,1.3518652,OK
694,00000694,1365,1.3567148,OK
695,00000695,1514,1.3630136,OK
696,00000696,1413,1.3536369,OK
697,00000697,1417,1.3591186,OK
698,00000698,1593,1.3587737,OK
699,00000699,1448,1.3569237,OK
700,00000700,1505,1.3575221,OK
701,00000701,1503,1.3623976,OK
702,00000702,1507,1.3620157,OK
703,00000703,1458,1.3602567,OK
704,00000704,1432,1.3559024,OK
705,00000705,1472,1.3615097,OK
706,00000706,1390,1.3594036,OK
707,00000707,1518,1.3574512,OK
708,00000708,1374,1.3580031,OK
709,00000709,1400,1.3581681,OK
710,00000710,1438,1.361754,OK
711,00000711,1466,1.3578109,OK
712,00000712,1475,1.3569528,OK
713,00000713,1354,1.363785,OK
714,00000714,1494,1.361262,OK
715,00000715,1475,1.3675044,OK
716,00000716,1496,1.3620423,OK
717,00000717,1474,1.3606436,OK
718,00000718,1503,1.3627776,OK
719,00000719,1508,1.3630068,OK
720,00000720,1494,1.3615131,OK
721,00000721,1442,1.3614568,OK
722,00000722,1512,1.3611131,OK
723,00000723,1518,1.3637736,OK
724,00000724,1438,1.3624985,OK
725,00000725,1487,1.3617522,OK
726,00000726,1471,1.3656843,OK
727,00000727,1492,1.3646386,OK
728,00000728,1511,1.3673297,OK
729,00000729,1472,1.3668672,OK
730,00000730,1511,1.3659256,OK
731,00000731,1477,1.3681085,OK
732,00000732,1479,1.3628639,OK
733,00000733,1459,1.3621848,OK
734,00000734,1465,1.3605962,OK
735,00000735,1545,1.3594565,OK
736,00000736,1437,1.3594047,OK
737,00000737,1440,1.364394,OK
738,00000738,1538,1.3637699,OK
739,00000739,1445,1.3628688,OK
740,00000740,1527,1.3617765,OK
741,00000741,1464,1.3602049,OK
742,00000742,1491,1.3599458,OK
743,00000743,1507,1.3644477,OK
744,00000744,1453,1.3662361,OK
745,00000745,1530,1.3620255,OK
746,00000746,1523,1.3605785,OK
747,00000747,1515,1.3619066,OK
748,00000748,1465,1.3596275,OK
749,00000749,1486,1.3644724,OK
750,00000750,1506,1.3634168,OK
751,00000751,1490,1.3579962,OK
752,00000752,1479,1.3590213,OK
753,00000753,1502,1.3626391,OK
754,00000754,1508,1.3663688,OK
755,00000755,1569,1.362813,OK
756,00000756,1486,1.3635826,OK
757,00000757,1466,1.3573729,OK
758,00000758,1486,1.3637512,OK
759,00000759,1540,1.3648798,OK
760,00000760,1499,1.3630149,OK
761,00000761,1498,1.3596716,OK
762,00000762,1548,1.3657362,OK
763,00000763,1477,1.3670664,OK
764,00000764,1480,1.36272,OK
765,00000765,1576,1.365037,OK
766,00000766,1543,1.3662776,OK
767,00000767,1520,1.3644353,OK
768,00000768,1498,1.3610481,OK
769,00000769,1570,1.3659394,OK
770,00000770,1535,1.3623457,OK
771,00000771,1510,1.3658906,OK
772,00000772,1509,1.3634624,OK
773,00000773,1591,1.3597608,OK
774,00000774,1546,1.3624437,OK
775,00000775,1563,1.3633467,OK
776,00000776,1511,1.3624853,OK
777,00000777,1516,1.362849,OK
778,00000778,1496,1.3636222,OK
