Point Cloud Intensity Analysis Report
==================================================
Generated: 2025-10-13 19:38:41
Data Path: /home/ailab/git/Team_2/Subin/OpenPCDet/data/custom_av/points
Total Files Analyzed: 28293

Summary by Frame ID Prefix:
------------------------------

Prefix 000:
  Files: 4939
  Mean Intensity: 0.2971
  Std Intensity: 0.0272
  Min Intensity: 0.2153
  Max Intensity: 0.3899

Prefix 001:
  Files: 1328
  Mean Intensity: 0.0690
  Std Intensity: 0.0182
  Min Intensity: 0.0393
  Max Intensity: 0.1248

Prefix 002:
  Files: 10907
  Mean Intensity: 0.0668
  Std Intensity: 0.0147
  Min Intensity: 0.0309
  Max Intensity: 0.1466

Prefix 003:
  Files: 1600
  Mean Intensity: 0.2348
  Std Intensity: 0.0164
  Min Intensity: 0.1803
  Max Intensity: 0.2841

Prefix 100:
  Files: 9519
  Mean Intensity: 0.1847
  Std Intensity: 0.1024
  Min Intensity: 0.0327
  Max Intensity: 0.3733


Detailed Results:
--------------------
Frame_ID	Prefix	Mean_Int	Std_Int	Min_Int	Max_Int	Num_Points
00000115	000	0.3246	0.1827	0.0000	0.9961	116279
00000116	000	0.3236	0.1807	0.0000	0.9961	116173
00000117	000	0.3222	0.1811	0.0000	0.9961	116218
00000118	000	0.3234	0.1824	0.0000	0.9961	116064
00000119	000	0.3231	0.1835	0.0000	0.9961	115997
00000120	000	0.3228	0.1829	0.0000	0.9961	115934
00000121	000	0.3219	0.1817	0.0000	0.9961	115820
00000122	000	0.3218	0.1818	0.0000	0.9961	115771
00000123	000	0.3216	0.1822	0.0000	0.9961	115628
00000124	000	0.3199	0.1824	0.0000	0.9961	115756
00000125	000	0.3166	0.1846	0.0000	0.9961	116219
00000126	000	0.3135	0.1851	0.0000	0.9961	115935
00000127	000	0.3101	0.1836	0.0000	0.9961	115915
00000128	000	0.3072	0.1833	0.0000	0.9961	116023
00000129	000	0.3094	0.1872	0.0000	0.9961	115870
00000130	000	0.3107	0.1883	0.0000	0.9961	115746
00000131	000	0.3108	0.1882	0.0000	0.9961	115458
00000132	000	0.3115	0.1882	0.0000	0.9961	115387
00000133	000	0.3120	0.1858	0.0000	0.9961	115115
00000134	000	0.3107	0.1819	0.0000	0.9961	115016
00000135	000	0.3118	0.1798	0.0000	0.9961	114904
00000136	000	0.3093	0.1751	0.0000	0.9961	114969
00000137	000	0.3097	0.1742	0.0000	0.9961	115068
00000138	000	0.3072	0.1701	0.0000	0.9961	115069
00000139	000	0.3060	0.1694	0.0000	0.9961	114915
00000140	000	0.3038	0.1685	0.0000	0.9961	114910
00000141	000	0.3029	0.1687	0.0000	0.9961	115028
00000142	000	0.3012	0.1681	0.0000	0.9961	115192
00000143	000	0.2999	0.1669	0.0000	0.9961	115191
00000144	000	0.2975	0.1660	0.0000	0.9961	115119
00000145	000	0.2959	0.1664	0.0000	0.9961	115134
00000146	000	0.2942	0.1664	0.0000	0.9961	115221
00000147	000	0.2926	0.1669	0.0000	0.9961	115226
00000148	000	0.2915	0.1667	0.0000	0.9961	115383
00000149	000	0.2905	0.1666	0.0000	0.9961	115401
00000150	000	0.2903	0.1670	0.0000	0.9961	115548
00000151	000	0.2905	0.1676	0.0000	0.9961	115542
00000152	000	0.2902	0.1685	0.0000	0.9961	115554
00000153	000	0.2891	0.1686	0.0000	0.9961	115625
00000154	000	0.2882	0.1694	0.0000	0.9961	115753
00000155	000	0.2878	0.1723	0.0000	0.9961	115768
00000156	000	0.2883	0.1745	0.0000	0.9961	115874
00000157	000	0.2894	0.1762	0.0000	0.9961	116030
00000158	000	0.2923	0.1799	0.0000	0.9961	116127
00000159	000	0.2943	0.1828	0.0000	0.9961	116128
00000160	000	0.2962	0.1868	0.0000	0.9961	115958
00000161	000	0.2978	0.1896	0.0000	0.9961	115777
00000162	000	0.3002	0.1929	0.0000	0.9961	115898
00000163	000	0.3032	0.1978	0.0000	0.9961	116231
00000164	000	0.3080	0.1994	0.0000	0.9961	116033
00000165	000	0.3099	0.2023	0.0000	0.9961	116371
00000166	000	0.3118	0.2019	0.0000	0.9961	116212
00000167	000	0.3081	0.2009	0.0000	0.9961	116251
00000168	000	0.3055	0.2000	0.0000	0.9961	116616
00000169	000	0.3049	0.2019	0.0000	0.9961	116887
00000170	000	0.3032	0.2019	0.0000	0.9961	117046
00000171	000	0.3023	0.2027	0.0000	0.9961	116881
00000172	000	0.3013	0.2027	0.0000	0.9961	116640
00000173	000	0.3006	0.2020	0.0000	0.9961	116587
00000174	000	0.3022	0.2006	0.0000	0.9961	116234
00000175	000	0.3006	0.1999	0.0000	0.9961	116477
00000176	000	0.2987	0.1999	0.0000	0.9961	116608
00000177	000	0.2967	0.2027	0.0000	0.9961	116708
00000178	000	0.2949	0.2056	0.0000	0.9961	116606
00000179	000	0.2937	0.2077	0.0000	0.9961	116595
00000180	000	0.2905	0.2065	0.0000	0.9961	117045
00000181	000	0.2874	0.2064	0.0000	0.9961	117347
00000182	000	0.2875	0.2071	0.0000	0.9961	116836
00000183	000	0.2874	0.2081	0.0000	0.9961	116594
00000184	000	0.2857	0.2092	0.0000	0.9961	116396
00000185	000	0.2860	0.2103	0.0000	0.9961	115494
00000186	000	0.2861	0.2109	0.0000	0.9961	115131
00000187	000	0.2836	0.2113	0.0000	0.9961	115146
00000188	000	0.2830	0.2112	0.0000	0.9961	115006
00000189	000	0.2850	0.2127	0.0000	0.9961	114739
00000190	000	0.2830	0.2127	0.0000	0.9961	114409
00000191	000	0.2790	0.2100	0.0000	0.9961	114006
00000192	000	0.2785	0.2089	0.0000	0.9961	113617
00000193	000	0.2759	0.2092	0.0000	0.9961	113861
00000194	000	0.2740	0.2070	0.0000	0.9961	114055
00000195	000	0.2726	0.2051	0.0000	0.9961	114213
00000196	000	0.2726	0.2044	0.0000	0.9961	114284
00000197	000	0.2725	0.2051	0.0000	0.9961	114659
00000198	000	0.2716	0.2056	0.0000	0.9961	115276
00000199	000	0.2730	0.2076	0.0000	0.9961	115087
00000200	000	0.2752	0.1604	0.0000	0.9961	110897
00000201	000	0.2748	0.1633	0.0000	0.9961	110024
00000202	000	0.2757	0.1671	0.0000	0.9961	109799
00000203	000	0.2742	0.1647	0.0000	0.9961	110136
00000204	000	0.2731	0.1638	0.0000	0.9961	110573
00000205	000	0.2770	0.1663	0.0000	0.9961	110791
00000206	000	0.2764	0.1676	0.0000	0.9961	111316
00000207	000	0.2778	0.1705	0.0000	0.9961	110243
00000208	000	0.2793	0.1733	0.0000	0.9961	109162
00000209	000	0.2777	0.1725	0.0000	0.9961	108444
00000210	000	0.2751	0.1717	0.0000	0.9961	107907
00000211	000	0.2703	0.1697	0.0000	0.9961	106733
00000212	000	0.2683	0.1669	0.0000	0.9961	106615
00000213	000	0.2680	0.1674	0.0000	0.9961	106426
00000214	000	0.2668	0.1642	0.0000	0.9961	105983
00000215	000	0.2644	0.1597	0.0000	0.9961	105802
00000216	000	0.2628	0.1562	0.0000	0.9961	105528
00000217	000	0.2604	0.1523	0.0000	0.9961	105409
00000218	000	0.2592	0.1503	0.0000	0.9961	105362
00000219	000	0.2583	0.1486	0.0000	0.9961	105468
00000220	000	0.2580	0.1483	0.0000	0.9961	105740
00000221	000	0.2578	0.1476	0.0000	0.9961	105974
00000222	000	0.2576	0.1471	0.0000	0.9961	105995
00000223	000	0.2574	0.1472	0.0000	0.9961	106188
00000224	000	0.2566	0.1456	0.0000	0.9961	106327
00000225	000	0.2565	0.1463	0.0000	0.9961	106826
00000226	000	0.2563	0.1462	0.0000	0.9961	106760
00000227	000	0.2568	0.1463	0.0000	0.9961	106857
00000228	000	0.2572	0.1467	0.0000	0.9961	106926
00000229	000	0.2567	0.1475	0.0000	0.9961	107253
00000230	000	0.2564	0.1473	0.0000	0.9961	107408
00000231	000	0.2565	0.1477	0.0000	0.9961	107558
00000232	000	0.2576	0.1477	0.0000	0.9961	107457
00000233	000	0.2582	0.1485	0.0000	0.9961	107756
00000234	000	0.2617	0.1513	0.0000	0.9961	107796
00000235	000	0.2663	0.1547	0.0000	0.9961	107445
00000236	000	0.2697	0.1598	0.0000	0.9961	107803
00000237	000	0.2730	0.1639	0.0000	0.9961	108292
00000238	000	0.2728	0.1613	0.0000	0.9961	107725
00000239	000	0.2740	0.1598	0.0000	0.9961	107600
00000240	000	0.2767	0.1612	0.0000	0.9961	107388
00000241	000	0.2772	0.1626	0.0000	0.9961	107917
00000242	000	0.2774	0.1627	0.0000	0.9961	108786
00000243	000	0.2775	0.1620	0.0000	0.9961	108604
00000244	000	0.2788	0.1634	0.0000	0.9961	108906
00000245	000	0.2794	0.1641	0.0000	0.9961	108784
00000246	000	0.2803	0.1647	0.0000	0.9961	109143
00000247	000	0.2822	0.1684	0.0000	0.9961	109428
00000248	000	0.2870	0.1733	0.0000	0.9961	110188
00000249	000	0.2894	0.1747	0.0000	0.9961	110983
00000250	000	0.2901	0.1749	0.0000	0.9961	111787
00000251	000	0.2906	0.1758	0.0000	0.9961	113201
00000252	000	0.2899	0.1734	0.0000	0.9961	113693
00000253	000	0.2880	0.1704	0.0000	0.9961	113400
00000254	000	0.2851	0.1697	0.0000	0.9961	113010
00000255	000	0.2831	0.1676	0.0000	0.9961	113530
00000256	000	0.2797	0.1639	0.0000	0.9961	114792
00000257	000	0.2787	0.1619	0.0000	0.9961	115551
00000258	000	0.2772	0.1610	0.0000	0.9961	116569
00000259	000	0.2751	0.1580	0.0000	0.9961	117054
00000260	000	0.2743	0.1564	0.0000	0.9961	116904
00000261	000	0.2737	0.1578	0.0000	0.9961	117693
00000262	000	0.2720	0.1563	0.0000	0.9961	118157
00000263	000	0.2706	0.1572	0.0000	0.9961	118702
00000264	000	0.2679	0.1569	0.0000	0.9961	119031
00000265	000	0.2655	0.1568	0.0000	0.9961	119359
00000266	000	0.2648	0.1563	0.0000	0.9961	118615
00000267	000	0.2602	0.1536	0.0000	0.9961	118961
00000268	000	0.2596	0.1540	0.0000	0.9961	118830
00000269	000	0.2564	0.1535	0.0000	0.9961	119303
00000270	000	0.2535	0.1524	0.0000	0.9961	119760
00000271	000	0.2543	0.1534	0.0000	0.9961	119425
00000272	000	0.2556	0.1540	0.0000	0.9961	119087
00000273	000	0.2580	0.1568	0.0000	0.9961	119052
00000274	000	0.2582	0.1569	0.0000	0.9961	119417
00000275	000	0.2593	0.1571	0.0000	0.9961	119881
00000276	000	0.2605	0.1580	0.0000	0.9961	120139
00000277	000	0.2598	0.1568	0.0000	0.9961	120300
00000278	000	0.2590	0.1576	0.0000	0.9961	120796
00000279	000	0.2620	0.1607	0.0000	0.9961	120177
00000280	000	0.2625	0.1596	0.0000	0.9961	120246
00000281	000	0.2656	0.1600	0.0000	0.9961	119908
00000282	000	0.2684	0.1607	0.0000	0.9961	119847
00000283	000	0.2699	0.1598	0.0000	0.9961	120012
00000284	000	0.2713	0.1607	0.0000	0.9961	120465
00000285	000	0.2718	0.1626	0.0000	0.9961	120653
00000286	000	0.2728	0.1644	0.0000	0.9961	121116
00000287	000	0.2728	0.1673	0.0000	0.9961	121721
00000288	000	0.2732	0.1707	0.0000	0.9961	122288
00000289	000	0.2770	0.1737	0.0000	0.9961	122219
00000290	000	0.2788	0.1791	0.0000	0.9961	122532
00000291	000	0.2796	0.1782	0.0000	0.9961	122452
00000292	000	0.2764	0.1695	0.0000	0.9961	122554
00000293	000	0.2769	0.1669	0.0000	0.9961	122220
00000294	000	0.2760	0.1643	0.0000	0.9961	121711
00000295	000	0.2756	0.1623	0.0000	0.9961	121423
00000296	000	0.2754	0.1633	0.0000	0.9961	121283
00000297	000	0.2739	0.1627	0.0000	0.9961	120934
00000298	000	0.2719	0.1619	0.0000	0.9961	121075
00000299	000	0.2698	0.1609	0.0000	0.9961	121477
00000300	000	0.2672	0.1738	0.0000	0.9961	116330
00000301	000	0.2677	0.1726	0.0000	0.9961	116449
00000302	000	0.2694	0.1727	0.0000	0.9961	116192
00000303	000	0.2710	0.1728	0.0000	0.9961	116210
00000304	000	0.2709	0.1725	0.0000	0.9961	116242
00000305	000	0.2720	0.1713	0.0000	0.9961	116032
00000306	000	0.2720	0.1718	0.0000	0.9961	116233
00000307	000	0.2727	0.1724	0.0000	0.9961	116270
00000308	000	0.2730	0.1719	0.0000	0.9961	116236
00000309	000	0.2735	0.1723	0.0000	0.9961	116245
00000310	000	0.2738	0.1729	0.0000	0.9961	116248
00000311	000	0.2736	0.1732	0.0000	0.9961	116247
00000312	000	0.2735	0.1725	0.0000	0.9961	116312
00000313	000	0.2735	0.1725	0.0000	0.9961	116216
00000314	000	0.2742	0.1728	0.0000	0.9961	116108
00000315	000	0.2737	0.1734	0.0000	0.9961	116144
00000316	000	0.2742	0.1729	0.0000	0.9961	116074
00000317	000	0.2740	0.1733	0.0000	0.9961	116128
00000318	000	0.2738	0.1728	0.0000	0.9961	116055
00000319	000	0.2739	0.1732	0.0000	0.9961	116032
00000320	000	0.2741	0.1734	0.0000	0.9961	116104
00000321	000	0.2744	0.1738	0.0000	0.9961	115997
00000322	000	0.2742	0.1741	0.0000	0.9961	115930
00000323	000	0.2742	0.1739	0.0000	0.9961	115882
00000324	000	0.2744	0.1749	0.0000	0.9961	115840
00000325	000	0.2735	0.1749	0.0000	0.9961	115652
00000326	000	0.2733	0.1753	0.0000	0.9961	115727
00000327	000	0.2722	0.1759	0.0000	0.9961	115929
00000328	000	0.2708	0.1760	0.0000	0.9961	116008
00000329	000	0.2715	0.1764	0.0000	0.9961	115948
00000330	000	0.2704	0.1766	0.0000	0.9961	116011
00000331	000	0.2693	0.1769	0.0000	0.9961	115912
00000332	000	0.2676	0.1757	0.0000	0.9961	116025
00000333	000	0.2667	0.1767	0.0000	0.9961	115852
00000334	000	0.2655	0.1760	0.0000	0.9961	115881
00000335	000	0.2657	0.1772	0.0000	0.9961	115547
00000336	000	0.2662	0.1769	0.0000	0.9961	115270
00000337	000	0.2653	0.1771	0.0000	0.9961	115177
00000338	000	0.2661	0.1773	0.0000	0.9961	115050
00000339	000	0.2676	0.1772	0.0000	0.9961	114682
00000340	000	0.2680	0.1775	0.0000	0.9961	115300
00000341	000	0.2678	0.1769	0.0000	0.9961	115346
00000342	000	0.2669	0.1769	0.0000	0.9961	115580
00000343	000	0.2653	0.1778	0.0000	0.9961	115849
00000344	000	0.2640	0.1765	0.0000	0.9961	115960
00000345	000	0.2639	0.1786	0.0000	0.9961	116524
00000346	000	0.2640	0.1779	0.0000	0.9961	116474
00000347	000	0.2641	0.1763	0.0000	0.9961	116562
00000348	000	0.2639	0.1763	0.0000	0.9961	116734
00000349	000	0.2646	0.1755	0.0000	0.9961	116504
00000350	000	0.2649	0.1747	0.0000	0.9961	116588
00000351	000	0.2659	0.1740	0.0000	0.9961	116788
00000352	000	0.2677	0.1743	0.0000	0.9961	116543
00000353	000	0.2681	0.1744	0.0000	0.9961	116935
00000354	000	0.2687	0.1750	0.0000	0.9961	117051
00000355	000	0.2702	0.1768	0.0000	0.9961	117153
00000356	000	0.2708	0.1767	0.0000	0.9961	117069
00000357	000	0.2716	0.1779	0.0000	0.9961	116912
00000358	000	0.2709	0.1766	0.0000	0.9961	117041
00000359	000	0.2711	0.1771	0.0000	0.9961	117078
00000360	000	0.2713	0.1773	0.0000	0.9961	116955
00000361	000	0.2710	0.1770	0.0000	0.9961	116928
00000362	000	0.2708	0.1780	0.0000	0.9961	116774
00000363	000	0.2703	0.1780	0.0000	0.9961	116612
00000364	000	0.2712	0.1787	0.0000	0.9961	116298
00000365	000	0.2703	0.1793	0.0000	0.9961	116028
00000366	000	0.2699	0.1802	0.0000	0.9961	115867
00000367	000	0.2695	0.1808	0.0000	0.9961	115622
00000368	000	0.2685	0.1811	0.0000	0.9961	114941
00000369	000	0.2679	0.1815	0.0000	0.9961	114392
00000370	000	0.2674	0.1820	0.0000	0.9961	113523
00000371	000	0.2668	0.1822	0.0000	0.9961	112654
00000372	000	0.2656	0.1815	0.0000	0.9961	112002
00000373	000	0.2656	0.1817	0.0000	0.9961	111102
00000374	000	0.2638	0.1813	0.0000	0.9961	110383
00000375	000	0.2628	0.1813	0.0000	0.9961	109830
00000376	000	0.2605	0.1793	0.0000	0.9961	109233
00000377	000	0.2599	0.1784	0.0000	0.9961	108384
00000378	000	0.2588	0.1766	0.0000	0.9961	107766
00000379	000	0.2587	0.1767	0.0000	0.9961	106940
00000380	000	0.2582	0.1774	0.0000	0.9961	106464
00000381	000	0.2578	0.1763	0.0000	0.9961	106429
00000382	000	0.2576	0.1766	0.0000	0.9961	106167
00000383	000	0.2574	0.1764	0.0000	0.9961	105752
00000384	000	0.2575	0.1760	0.0000	0.9961	105580
00000385	000	0.2555	0.1736	0.0000	0.9961	105622
00000386	000	0.2526	0.1703	0.0000	0.9961	105201
00000387	000	0.2514	0.1679	0.0000	0.9961	105301
00000388	000	0.2515	0.1683	0.0000	0.9961	105172
00000389	000	0.2520	0.1684	0.0000	0.9961	105327
00000390	000	0.2516	0.1688	0.0000	0.9961	105500
00000391	000	0.2523	0.1688	0.0000	0.9961	105591
00000392	000	0.2522	0.1692	0.0000	0.9961	105543
00000393	000	0.2525	0.1693	0.0000	0.9961	105606
00000394	000	0.2535	0.1702	0.0000	0.9961	105589
00000395	000	0.2535	0.1701	0.0000	0.9961	105604
00000396	000	0.2545	0.1717	0.0000	0.9961	105479
00000397	000	0.2546	0.1715	0.0000	0.9961	105579
00000398	000	0.2543	0.1718	0.0000	0.9961	105610
00000399	000	0.2655	0.1897	0.0000	0.9961	122177
00000400	000	0.2634	0.1883	0.0000	0.9961	121870
00000401	000	0.2650	0.1891	0.0000	0.9961	120638
00000402	000	0.2669	0.1886	0.0000	0.9961	120582
00000403	000	0.2694	0.1886	0.0000	0.9961	120880
00000404	000	0.2733	0.1911	0.0000	0.9961	121039
00000405	000	0.2752	0.1924	0.0000	0.9961	120819
00000406	000	0.2747	0.1938	0.0000	0.9961	121026
00000407	000	0.2761	0.1980	0.0000	0.9961	121167
00000408	000	0.2815	0.2041	0.0000	0.9961	121052
00000409	000	0.2875	0.2128	0.0000	0.9961	121191
00000410	000	0.2938	0.2193	0.0000	0.9961	121317
00000411	000	0.2983	0.2229	0.0000	0.9961	120989
00000412	000	0.3030	0.2246	0.0000	0.9961	120930
00000413	000	0.3052	0.2254	0.0000	0.9961	121015
00000414	000	0.3069	0.2251	0.0000	0.9961	121264
00000415	000	0.3093	0.2240	0.0000	0.9961	121144
00000416	000	0.3078	0.2217	0.0000	0.9961	121002
00000417	000	0.3081	0.2198	0.0000	0.9961	120665
00000418	000	0.3062	0.2136	0.0000	0.9961	120558
00000419	000	0.3037	0.2073	0.0000	0.9961	120098
00000420	000	0.3034	0.2024	0.0000	0.9961	119579
00000421	000	0.3040	0.2011	0.0000	0.9961	119335
00000422	000	0.3040	0.2004	0.0000	0.9961	119067
00000423	000	0.3006	0.1999	0.0000	0.9961	119306
00000424	000	0.2977	0.1998	0.0000	0.9961	119246
00000425	000	0.2976	0.2003	0.0000	0.9961	118713
00000426	000	0.2985	0.2009	0.0000	0.9961	118306
00000427	000	0.3028	0.2012	0.0000	0.9961	117623
00000428	000	0.3064	0.2041	0.0000	0.9961	117413
00000429	000	0.3126	0.2069	0.0000	0.9961	117079
00000430	000	0.3160	0.2079	0.0000	0.9961	116737
00000431	000	0.3184	0.2072	0.0000	0.9961	116272
00000432	000	0.3210	0.2075	0.0000	0.9961	116264
00000433	000	0.3238	0.2081	0.0000	0.9961	116400
00000434	000	0.3255	0.2070	0.0000	0.9961	116559
00000435	000	0.3283	0.2085	0.0000	0.9961	116667
00000436	000	0.3303	0.2089	0.0000	0.9961	116310
00000437	000	0.3329	0.2104	0.0000	0.9961	116314
00000438	000	0.3346	0.2114	0.0000	0.9961	116481
00000439	000	0.3354	0.2115	0.0000	0.9961	116759
00000440	000	0.3362	0.2107	0.0000	0.9961	117266
00000441	000	0.3356	0.2107	0.0000	0.9961	117631
00000442	000	0.3378	0.2121	0.0000	0.9961	117839
00000443	000	0.3378	0.2125	0.0000	0.9961	118260
00000444	000	0.3377	0.2120	0.0000	0.9961	118379
