Frame_Index,Frame_ID,Point_Count,Status
110,00000110,116473,OK
111,00000111,116408,OK
112,00000112,116254,OK
113,00000113,116225,OK
114,00000114,116302,OK
115,00000115,116279,OK
116,00000116,116173,OK
117,00000117,116218,OK
118,00000118,116064,OK
119,00000119,115997,OK
120,00000120,115934,OK
121,00000121,115820,OK
122,00000122,115771,OK
123,00000123,115628,OK
124,00000124,115756,OK
125,00000125,116219,OK
126,00000126,115935,OK
127,00000127,115915,OK
128,00000128,116023,OK
129,00000129,115870,OK
130,00000130,115746,OK
131,00000131,115458,OK
132,00000132,115387,OK
133,00000133,115115,OK
134,00000134,115016,OK
135,00000135,114904,OK
136,00000136,114969,OK
137,00000137,115068,OK
138,00000138,115069,OK
139,00000139,114915,OK
140,00000140,114910,OK
141,00000141,115028,OK
142,00000142,115192,OK
143,00000143,115191,OK
144,00000144,115119,OK
145,00000145,115134,OK
146,00000146,115221,OK
147,00000147,115226,OK
148,00000148,115383,OK
149,00000149,115401,OK
150,00000150,115548,OK
151,00000151,115542,OK
152,00000152,115554,OK
153,00000153,115625,OK
154,00000154,115753,OK
155,00000155,115768,OK
156,00000156,115874,OK
157,00000157,116030,OK
158,00000158,116127,OK
159,00000159,116128,OK
160,00000160,115958,OK
161,00000161,115777,OK
162,00000162,115898,OK
163,00000163,116231,OK
164,00000164,116033,OK
165,00000165,116371,OK
166,00000166,116212,OK
167,00000167,116251,OK
168,00000168,116616,OK
169,00000169,116887,OK
170,00000170,117046,OK
171,00000171,116881,OK
172,00000172,116640,OK
173,00000173,116587,OK
174,00000174,116234,OK
175,00000175,116477,OK
176,00000176,116608,OK
177,00000177,116708,OK
178,00000178,116606,OK
179,00000179,116595,OK
180,00000180,117045,OK
181,00000181,117347,OK
182,00000182,116836,OK
183,00000183,116594,OK
184,00000184,116396,OK
185,00000185,115494,OK
186,00000186,115131,OK
187,00000187,115146,OK
188,00000188,115006,OK
189,00000189,114739,OK
190,00000190,114409,OK
191,00000191,114006,OK
192,00000192,113617,OK
193,00000193,113861,OK
194,00000194,114055,OK
195,00000195,114213,OK
196,00000196,114284,OK
197,00000197,114659,OK
198,00000198,115276,OK
199,00000199,115087,OK
200,00000200,110897,OK
201,00000201,110024,OK
202,00000202,109799,OK
203,00000203,110136,OK
204,00000204,110573,OK
205,00000205,110791,OK
206,00000206,111316,OK
207,00000207,110243,OK
208,00000208,109162,OK
209,00000209,108444,OK
210,00000210,107907,OK
211,00000211,106733,OK
212,00000212,106615,OK
213,00000213,106426,OK
214,00000214,105983,OK
215,00000215,105802,OK
216,00000216,105528,OK
217,00000217,105409,OK
218,00000218,105362,OK
219,00000219,105468,OK
220,00000220,105740,OK
221,00000221,105974,OK
222,00000222,105995,OK
223,00000223,106188,OK
224,00000224,106327,OK
225,00000225,106826,OK
226,00000226,106760,OK
227,00000227,106857,OK
228,00000228,106926,OK
229,00000229,107253,OK
230,00000230,107408,OK
231,00000231,107558,OK
232,00000232,107457,OK
233,00000233,107756,OK
234,00000234,107796,OK
235,00000235,107445,OK
236,00000236,107803,OK
237,00000237,108292,OK
238,00000238,107725,OK
239,00000239,107600,OK
240,00000240,107388,OK
241,00000241,107917,OK
242,00000242,108786,OK
243,00000243,108604,OK
244,00000244,108906,OK
245,00000245,108784,OK
246,00000246,109143,OK
247,00000247,109428,OK
248,00000248,110188,OK
249,00000249,110983,OK
250,00000250,111787,OK
251,00000251,113201,OK
252,00000252,113693,OK
253,00000253,113400,OK
254,00000254,113010,OK
255,00000255,113530,OK
256,00000256,114792,OK
257,00000257,115551,OK
258,00000258,116569,OK
259,00000259,117054,OK
260,00000260,116904,OK
261,00000261,117693,OK
262,00000262,118157,OK
263,00000263,118702,OK
264,00000264,119031,OK
265,00000265,119359,OK
266,00000266,118615,OK
267,00000267,118961,OK
268,00000268,118830,OK
269,00000269,119303,OK
270,00000270,119760,OK
271,00000271,119425,OK
272,00000272,119087,OK
273,00000273,119052,OK
274,00000274,119417,OK
275,00000275,119881,OK
276,00000276,120139,OK
277,00000277,120300,OK
278,00000278,120796,OK
279,00000279,120177,OK
280,00000280,120246,OK
281,00000281,119908,OK
282,00000282,119847,OK
283,00000283,120012,OK
284,00000284,120465,OK
285,00000285,120653,OK
286,00000286,121116,OK
287,00000287,121721,OK
288,00000288,122288,OK
289,00000289,122219,OK
290,00000290,122532,OK
291,00000291,122452,OK
292,00000292,122554,OK
293,00000293,122220,OK
294,00000294,121711,OK
295,00000295,121423,OK
296,00000296,121283,OK
297,00000297,120934,OK
298,00000298,121075,OK
299,00000299,121477,OK
300,00000300,116330,OK
301,00000301,116449,OK
302,00000302,116192,OK
303,00000303,116210,OK
304,00000304,116242,OK
305,00000305,116032,OK
306,00000306,116233,OK
307,00000307,116270,OK
308,00000308,116236,OK
309,00000309,116245,OK
310,00000310,116248,OK
311,00000311,116247,OK
312,00000312,116312,OK
313,00000313,116216,OK
314,00000314,116108,OK
315,00000315,116144,OK
316,00000316,116074,OK
317,00000317,116128,OK
318,00000318,116055,OK
319,00000319,116032,OK
320,00000320,116104,OK
321,00000321,115997,OK
322,00000322,115930,OK
323,00000323,115882,OK
324,00000324,115840,OK
325,00000325,115652,OK
326,00000326,115727,OK
327,00000327,115929,OK
328,00000328,116008,OK
329,00000329,115948,OK
330,00000330,116011,OK
331,00000331,115912,OK
332,00000332,116025,OK
333,00000333,115852,OK
334,00000334,115881,OK
335,00000335,115547,OK
336,00000336,115270,OK
337,00000337,115177,OK
338,00000338,115050,OK
339,00000339,114682,OK
340,00000340,115300,OK
341,00000341,115346,OK
342,00000342,115580,OK
343,00000343,115849,OK
344,00000344,115960,OK
345,00000345,116524,OK
346,00000346,116474,OK
347,00000347,116562,OK
348,00000348,116734,OK
349,00000349,116504,OK
350,00000350,116588,OK
351,00000351,116788,OK
352,00000352,116543,OK
353,00000353,116935,OK
354,00000354,117051,OK
355,00000355,117153,OK
356,00000356,117069,OK
357,00000357,116912,OK
358,00000358,117041,OK
359,00000359,117078,OK
360,00000360,116955,OK
361,00000361,116928,OK
362,00000362,116774,OK
363,00000363,116612,OK
364,00000364,116298,OK
365,00000365,116028,OK
366,00000366,115867,OK
367,00000367,115622,OK
368,00000368,114941,OK
369,00000369,114392,OK
370,00000370,113523,OK
371,00000371,112654,OK
372,00000372,112002,OK
373,00000373,111102,OK
374,00000374,110383,OK
375,00000375,109830,OK
376,00000376,109233,OK
377,00000377,108384,OK
378,00000378,107766,OK
379,00000379,106940,OK
380,00000380,106464,OK
381,00000381,106429,OK
382,00000382,106167,OK
383,00000383,105752,OK
384,00000384,105580,OK
385,00000385,105622,OK
386,00000386,105201,OK
387,00000387,105301,OK
388,00000388,105172,OK
389,00000389,105327,OK
390,00000390,105500,OK
391,00000391,105591,OK
392,00000392,105543,OK
393,00000393,105606,OK
394,00000394,105589,OK
395,00000395,105604,OK
396,00000396,105479,OK
397,00000397,105579,OK
398,00000398,105610,OK
399,00000399,122177,OK
400,00000400,121870,OK
401,00000401,120638,OK
402,00000402,120582,OK
403,00000403,120880,OK
404,00000404,121039,OK
405,00000405,120819,OK
406,00000406,121026,OK
407,00000407,121167,OK
408,00000408,121052,OK
409,00000409,121191,OK
410,00000410,121317,OK
411,00000411,120989,OK
412,00000412,120930,OK
413,00000413,121015,OK
414,00000414,121264,OK
415,00000415,121144,OK
416,00000416,121002,OK
417,00000417,120665,OK
418,00000418,120558,OK
419,00000419,120098,OK
420,00000420,119579,OK
421,00000421,119335,OK
422,00000422,119067,OK
423,00000423,119306,OK
424,00000424,119246,OK
425,00000425,118713,OK
426,00000426,118306,OK
427,00000427,117623,OK
428,00000428,117413,OK
429,00000429,117079,OK
430,00000430,116737,OK
431,00000431,116272,OK
432,00000432,116264,OK
433,00000433,116400,OK
434,00000434,116559,OK
435,00000435,116667,OK
436,00000436,116310,OK
437,00000437,116314,OK
438,00000438,116481,OK
439,00000439,116759,OK
440,00000440,117266,OK
441,00000441,117631,OK
442,00000442,117839,OK
443,00000443,118260,OK
444,00000444,118379,OK
445,00000445,118883,OK
446,00000446,119080,OK
447,00000447,119733,OK
448,00000448,120103,OK
449,00000449,120563,OK
450,00000450,120995,OK
451,00000451,121137,OK
452,00000452,121063,OK
453,00000453,120893,OK
454,00000454,120786,OK
455,00000455,120718,OK
456,00000456,120812,OK
457,00000457,121051,OK
458,00000458,120938,OK
459,00000459,121180,OK
460,00000460,121477,OK
461,00000461,121541,OK
462,00000462,121430,OK
463,00000463,121465,OK
464,00000464,121354,OK
465,00000465,121188,OK
466,00000466,120998,OK
467,00000467,120929,OK
468,00000468,120704,OK
469,00000469,120480,OK
470,00000470,120258,OK
471,00000471,120333,OK
472,00000472,120248,OK
473,00000473,120390,OK
474,00000474,120417,OK
475,00000475,120144,OK
476,00000476,120149,OK
477,00000477,120087,OK
478,00000478,119936,OK
479,00000479,119985,OK
480,00000480,120102,OK
481,00000481,120272,OK
482,00000482,120388,OK
483,00000483,120477,OK
484,00000484,120743,OK
485,00000485,120535,OK
486,00000486,120565,OK
487,00000487,120442,OK
488,00000488,120610,OK
489,00000489,120648,OK
490,00000490,120784,OK
491,00000491,120610,OK
492,00000492,120752,OK
493,00000493,120751,OK
494,00000494,120693,OK
495,00000495,120821,OK
496,00000496,120889,OK
497,00000497,120707,OK
498,00000498,120520,OK
499,00000499,120378,OK
500,00000500,120641,OK
501,00000501,120606,OK
502,00000502,120732,OK
503,00000503,120830,OK
504,00000504,120887,OK
505,00000505,120795,OK
506,00000506,120952,OK
507,00000507,120703,OK
508,00000508,120798,OK
509,00000509,120843,OK
510,00000510,120600,OK
511,00000511,120585,OK
512,00000512,120479,OK
513,00000513,120582,OK
514,00000514,120462,OK
515,00000515,120212,OK
516,00000516,120380,OK
517,00000517,120362,OK
518,00000518,120702,OK
519,00000519,120815,OK
520,00000520,120736,OK
521,00000521,121006,OK
522,00000522,121102,OK
523,00000523,121150,OK
524,00000524,121480,OK
525,00000525,121465,OK
526,00000526,121299,OK
527,00000527,121565,OK
528,00000528,121407,OK
529,00000529,121679,OK
530,00000530,121872,OK
531,00000531,121635,OK
532,00000532,121742,OK
533,00000533,121855,OK
534,00000534,121669,OK
535,00000535,121974,OK
536,00000536,122023,OK
537,00000537,122181,OK
538,00000538,122498,OK
539,00000539,122386,OK
540,00000540,122324,OK
541,00000541,122082,OK
542,00000542,121809,OK
543,00000543,122757,OK
544,00000544,122730,OK
545,00000545,122450,OK
546,00000546,122274,OK
547,00000547,122236,OK
548,00000548,122282,OK
549,00000549,122063,OK
550,00000550,122049,OK
551,00000551,121883,OK
552,00000552,121272,OK
553,00000553,120701,OK
554,00000554,120866,OK
555,00000555,120711,OK
556,00000556,120786,OK
557,00000557,120852,OK
558,00000558,121354,OK
559,00000559,121731,OK
560,00000560,122108,OK
561,00000561,122114,OK
562,00000562,122213,OK
563,00000563,122137,OK
564,00000564,121616,OK
565,00000565,121501,OK
566,00000566,121511,OK
567,00000567,121667,OK
568,00000568,121963,OK
569,00000569,121990,OK
570,00000570,121600,OK
571,00000571,121110,OK
572,00000572,121020,OK
573,00000573,120969,OK
574,00000574,120993,OK
575,00000575,120600,OK
576,00000576,120656,OK
577,00000577,120479,OK
578,00000578,120568,OK
579,00000579,120832,OK
580,00000580,121010,OK
581,00000581,121383,OK
582,00000582,121769,OK
583,00000583,122567,OK
584,00000584,122719,OK
585,00000585,122638,OK
586,00000586,122593,OK
587,00000587,122627,OK
588,00000588,122849,OK
589,00000589,123261,OK
590,00000590,123362,OK
591,00000591,123715,OK
592,00000592,123964,OK
593,00000593,124097,OK
594,00000594,124049,OK
595,00000595,124044,OK
596,00000596,124175,OK
597,00000597,124366,OK
598,00000598,124168,OK
599,00000599,118813,OK
600,00000600,118835,OK
601,00000601,119104,OK
602,00000602,119093,OK
603,00000603,119134,OK
604,00000604,119010,OK
605,00000605,119111,OK
606,00000606,119117,OK
607,00000607,118738,OK
608,00000608,118841,OK
609,00000609,118579,OK
610,00000610,118125,OK
611,00000611,117954,OK
612,00000612,117785,OK
613,00000613,117703,OK
614,00000614,117902,OK
615,00000615,117612,OK
616,00000616,117791,OK
617,00000617,117844,OK
618,00000618,117930,OK
619,00000619,117967,OK
620,00000620,118171,OK
621,00000621,117952,OK
622,00000622,118057,OK
623,00000623,117959,OK
624,00000624,118104,OK
625,00000625,118352,OK
626,00000626,118246,OK
627,00000627,118743,OK
628,00000628,118885,OK
629,00000629,119036,OK
630,00000630,119123,OK
631,00000631,119133,OK
632,00000632,119113,OK
633,00000633,118963,OK
634,00000634,119070,OK
635,00000635,118889,OK
636,00000636,118955,OK
637,00000637,119006,OK
638,00000638,119223,OK
639,00000639,119186,OK
640,00000640,119048,OK
641,00000641,118906,OK
642,00000642,119004,OK
643,00000643,119370,OK
644,00000644,119655,OK
645,00000645,119877,OK
646,00000646,120094,OK
647,00000647,120085,OK
648,00000648,120107,OK
649,00000649,119744,OK
650,00000650,119480,OK
651,00000651,118652,OK
652,00000652,118532,OK
653,00000653,118691,OK
654,00000654,118849,OK
655,00000655,119159,OK
656,00000656,119150,OK
657,00000657,119180,OK
658,00000658,118956,OK
659,00000659,118738,OK
660,00000660,118544,OK
661,00000661,118604,OK
662,00000662,118326,OK
663,00000663,118323,OK
664,00000664,118182,OK
665,00000665,118039,OK
666,00000666,117930,OK
667,00000667,117823,OK
668,00000668,117554,OK
669,00000669,117257,OK
670,00000670,117298,OK
671,00000671,117348,OK
672,00000672,117352,OK
673,00000673,117416,OK
674,00000674,117042,OK
675,00000675,116932,OK
676,00000676,116561,OK
677,00000677,116376,OK
678,00000678,116224,OK
679,00000679,116472,OK
680,00000680,116593,OK
681,00000681,116541,OK
682,00000682,116592,OK
683,00000683,116720,OK
684,00000684,116911,OK
685,00000685,117079,OK
686,00000686,117257,OK
687,00000687,117320,OK
688,00000688,117418,OK
689,00000689,117525,OK
690,00000690,117432,OK
691,00000691,117694,OK
692,00000692,117748,OK
693,00000693,117637,OK
694,00000694,117535,OK
695,00000695,117403,OK
696,00000696,117052,OK
697,00000697,116882,OK
698,00000698,116738,OK
699,00000699,116610,OK
700,00000700,116160,OK
701,00000701,116134,OK
702,00000702,115856,OK
703,00000703,115534,OK
704,00000704,115364,OK
705,00000705,115199,OK
706,00000706,114931,OK
707,00000707,114811,OK
708,00000708,114724,OK
709,00000709,114922,OK
710,00000710,115164,OK
711,00000711,115184,OK
712,00000712,115296,OK
713,00000713,115506,OK
714,00000714,115508,OK
715,00000715,115786,OK
716,00000716,115730,OK
717,00000717,115656,OK
718,00000718,115960,OK
719,00000719,115775,OK
720,00000720,115711,OK
721,00000721,115546,OK
722,00000722,115189,OK
723,00000723,114965,OK
724,00000724,114745,OK
725,00000725,114783,OK
726,00000726,114470,OK
727,00000727,114378,OK
728,00000728,114335,OK
729,00000729,114114,OK
730,00000730,114265,OK
731,00000731,114134,OK
732,00000732,114004,OK
733,00000733,113963,OK
734,00000734,113986,OK
735,00000735,113936,OK
736,00000736,113827,OK
737,00000737,114010,OK
738,00000738,113991,OK
739,00000739,114045,OK
740,00000740,114052,OK
741,00000741,113934,OK
742,00000742,113886,OK
743,00000743,113771,OK
744,00000744,113672,OK
745,00000745,113807,OK
746,00000746,113935,OK
747,00000747,113746,OK
748,00000748,113733,OK
749,00000749,113853,OK
750,00000750,113991,OK
751,00000751,113761,OK
752,00000752,113733,OK
753,00000753,113480,OK
754,00000754,113431,OK
755,00000755,113404,OK
756,00000756,113435,OK
757,00000757,113417,OK
758,00000758,113429,OK
759,00000759,113355,OK
760,00000760,113531,OK
761,00000761,113481,OK
762,00000762,113747,OK
763,00000763,113850,OK
764,00000764,113626,OK
765,00000765,113172,OK
766,00000766,112699,OK
767,00000767,112576,OK
768,00000768,112357,OK
769,00000769,112486,OK
770,00000770,112235,OK
771,00000771,112053,OK
772,00000772,111803,OK
773,00000773,111735,OK
774,00000774,111535,OK
775,00000775,111751,OK
776,00000776,111766,OK
777,00000777,111831,OK
778,00000778,111578,OK
779,00000779,111470,OK
780,00000780,111466,OK
781,00000781,111606,OK
782,00000782,112002,OK
783,00000783,112012,OK
784,00000784,111910,OK
785,00000785,111856,OK
786,00000786,112652,OK
787,00000787,113014,OK
788,00000788,112656,OK
789,00000789,112690,OK
790,00000790,112185,OK
791,00000791,112349,OK
792,00000792,112249,OK
793,00000793,112385,OK
794,00000794,112275,OK
795,00000795,112394,OK
796,00000796,112297,OK
797,00000797,112506,OK
798,00000798,111988,OK
799,00000799,131934,OK
800,00000800,131766,OK
801,00000801,131428,OK
802,00000802,131396,OK
803,00000803,131476,OK
804,00000804,131441,OK
805,00000805,131633,OK
806,00000806,131606,OK
807,00000807,131482,OK
808,00000808,131550,OK
809,00000809,131466,OK
810,00000810,131331,OK
811,00000811,131347,OK
812,00000812,131484,OK
813,00000813,131688,OK
814,00000814,131430,OK
815,00000815,131760,OK
816,00000816,131932,OK
817,00000817,131836,OK
818,00000818,131370,OK
819,00000819,131162,OK
820,00000820,130643,OK
821,00000821,130290,OK
822,00000822,129807,OK
823,00000823,129650,OK
824,00000824,129463,OK
825,00000825,129541,OK
826,00000826,129132,OK
827,00000827,129088,OK
828,00000828,128796,OK
829,00000829,128673,OK
830,00000830,128227,OK
831,00000831,128120,OK
832,00000832,128370,OK
833,00000833,128428,OK
834,00000834,128240,OK
835,00000835,128538,OK
836,00000836,128404,OK
837,00000837,128659,OK
838,00000838,128156,OK
839,00000839,127873,OK
840,00000840,127922,OK
841,00000841,127727,OK
842,00000842,128030,OK
843,00000843,128400,OK
844,00000844,128014,OK
845,00000845,128038,OK
846,00000846,128160,OK
847,00000847,128194,OK
848,00000848,128219,OK
849,00000849,128368,OK
850,00000850,128220,OK
851,00000851,128494,OK
852,00000852,128836,OK
853,00000853,128972,OK
854,00000854,129078,OK
855,00000855,129294,OK
856,00000856,129268,OK
857,00000857,129254,OK
858,00000858,129013,OK
859,00000859,129189,OK
860,00000860,129019,OK
861,00000861,129090,OK
862,00000862,128965,OK
863,00000863,128976,OK
864,00000864,129107,OK
865,00000865,129178,OK
866,00000866,129348,OK
867,00000867,129240,OK
868,00000868,129412,OK
869,00000869,129417,OK
870,00000870,129550,OK
871,00000871,129461,OK
872,00000872,129820,OK
873,00000873,129606,OK
874,00000874,129758,OK
875,00000875,129939,OK
876,00000876,129943,OK
877,00000877,130114,OK
878,00000878,129961,OK
879,00000879,129991,OK
880,00000880,129970,OK
881,00000881,129990,OK
882,00000882,129935,OK
883,00000883,129587,OK
884,00000884,129705,OK
885,00000885,129916,OK
886,00000886,129603,OK
887,00000887,129280,OK
888,00000888,128918,OK
889,00000889,129288,OK
890,00000890,129673,OK
891,00000891,129459,OK
892,00000892,129705,OK
893,00000893,129717,OK
894,00000894,129278,OK
895,00000895,128544,OK
896,00000896,128503,OK
897,00000897,128354,OK
898,00000898,128216,OK
899,00000899,128249,OK
900,00000900,128246,OK
901,00000901,128039,OK
902,00000902,127507,OK
903,00000903,127303,OK
904,00000904,128118,OK
905,00000905,128032,OK
906,00000906,127988,OK
907,00000907,127949,OK
908,00000908,128062,OK
909,00000909,128462,OK
910,00000910,128886,OK
911,00000911,129200,OK
912,00000912,129561,OK
913,00000913,129491,OK
914,00000914,129330,OK
915,00000915,129126,OK
916,00000916,129374,OK
917,00000917,129100,OK
918,00000918,129124,OK
919,00000919,129167,OK
920,00000920,129245,OK
921,00000921,129273,OK
922,00000922,129209,OK
923,00000923,129153,OK
924,00000924,129503,OK
925,00000925,129473,OK
926,00000926,129292,OK
927,00000927,129180,OK
928,00000928,128863,OK
929,00000929,128815,OK
930,00000930,129013,OK
931,00000931,128696,OK
932,00000932,128871,OK
933,00000933,128803,OK
934,00000934,128509,OK
935,00000935,128561,OK
936,00000936,128751,OK
937,00000937,128890,OK
938,00000938,129198,OK
939,00000939,129234,OK
940,00000940,129292,OK
941,00000941,129448,OK
942,00000942,129499,OK
943,00000943,129523,OK
944,00000944,129454,OK
945,00000945,129602,OK
946,00000946,129491,OK
947,00000947,129698,OK
948,00000948,129700,OK
949,00000949,129654,OK
950,00000950,129916,OK
951,00000951,129708,OK
952,00000952,129652,OK
953,00000953,129773,OK
954,00000954,129597,OK
955,00000955,129339,OK
956,00000956,129217,OK
957,00000957,129294,OK
958,00000958,129163,OK
959,00000959,128886,OK
960,00000960,128849,OK
961,00000961,128879,OK
962,00000962,128894,OK
963,00000963,128875,OK
964,00000964,128766,OK
965,00000965,128628,OK
966,00000966,128765,OK
967,00000967,128844,OK
968,00000968,128847,OK
969,00000969,129150,OK
970,00000970,129145,OK
971,00000971,129309,OK
972,00000972,129149,OK
973,00000973,129342,OK
974,00000974,129736,OK
975,00000975,129704,OK
976,00000976,130026,OK
977,00000977,130013,OK
978,00000978,130030,OK
979,00000979,129547,OK
980,00000980,129383,OK
981,00000981,129534,OK
982,00000982,129622,OK
983,00000983,130100,OK
984,00000984,130069,OK
985,00000985,129787,OK
986,00000986,129511,OK
987,00000987,129396,OK
988,00000988,129668,OK
989,00000989,129381,OK
990,00000990,129824,OK
991,00000991,129759,OK
992,00000992,129867,OK
993,00000993,129333,OK
994,00000994,129530,OK
995,00000995,129577,OK
996,00000996,129121,OK
997,00000997,129069,OK
998,00000998,129329,OK
999,00000999,119890,OK
1000,00001000,120009,OK
1001,00001001,120122,OK
1002,00001002,120232,OK
1003,00001003,120633,OK
1004,00001004,120479,OK
1005,00001005,120542,OK
1006,00001006,120658,OK
1007,00001007,120732,OK
1008,00001008,120560,OK
1009,00001009,120191,OK
1010,00001010,120189,OK
1011,00001011,120098,OK
1012,00001012,120086,OK
1013,00001013,119868,OK
1014,00001014,120058,OK
1015,00001015,119957,OK
1016,00001016,119972,OK
1017,00001017,119885,OK
1018,00001018,119903,OK
1019,00001019,120156,OK
1020,00001020,120295,OK
1021,00001021,120451,OK
1022,00001022,120653,OK
1023,00001023,120803,OK
1024,00001024,120833,OK
1025,00001025,121133,OK
1026,00001026,121410,OK
1027,00001027,121488,OK
1028,00001028,121583,OK
1029,00001029,121678,OK
1030,00001030,121653,OK
1031,00001031,121939,OK
1032,00001032,122001,OK
1033,00001033,122178,OK
1034,00001034,122369,OK
1035,00001035,122645,OK
1036,00001036,122755,OK
1037,00001037,122733,OK
1038,00001038,122967,OK
1039,00001039,123331,OK
1040,00001040,123440,OK
1041,00001041,123435,OK
1042,00001042,123658,OK
1043,00001043,123835,OK
1044,00001044,124243,OK
1045,00001045,123920,OK
1046,00001046,123592,OK
1047,00001047,123032,OK
1048,00001048,122950,OK
1049,00001049,123069,OK
1050,00001050,123122,OK
1051,00001051,123191,OK
1052,00001052,123203,OK
1053,00001053,123702,OK
1054,00001054,123795,OK
1055,00001055,124281,OK
1056,00001056,124397,OK
1057,00001057,124352,OK
1058,00001058,124375,OK
1059,00001059,124672,OK
1060,00001060,125540,OK
1061,00001061,126574,OK
1062,00001062,127152,OK
1063,00001063,127453,OK
1064,00001064,127834,OK
1065,00001065,128206,OK
1066,00001066,128802,OK
1067,00001067,129286,OK
1068,00001068,129711,OK
1069,00001069,129958,OK
1070,00001070,130343,OK
1071,00001071,130677,OK
1072,00001072,130743,OK
1073,00001073,130865,OK
1074,00001074,131222,OK
1075,00001075,131416,OK
1076,00001076,131663,OK
1077,00001077,132214,OK
1078,00001078,132692,OK
1079,00001079,132391,OK
1080,00001080,132231,OK
1081,00001081,132235,OK
1082,00001082,132077,OK
1083,00001083,131934,OK
1084,00001084,131901,OK
1085,00001085,131841,OK
1086,00001086,131998,OK
1087,00001087,131834,OK
1088,00001088,131818,OK
1089,00001089,131808,OK
1090,00001090,131887,OK
1091,00001091,131850,OK
1092,00001092,132050,OK
1093,00001093,131988,OK
1094,00001094,131926,OK
1095,00001095,132046,OK
1096,00001096,131937,OK
1097,00001097,131888,OK
1098,00001098,132042,OK
1099,00001099,131722,OK
1100,00001100,131724,OK
1101,00001101,131769,OK
1102,00001102,131837,OK
1103,00001103,131871,OK
1104,00001104,132036,OK
1105,00001105,132167,OK
1106,00001106,131994,OK
1107,00001107,131894,OK
1108,00001108,131552,OK
1109,00001109,131463,OK
1110,00001110,131486,OK
1111,00001111,131697,OK
1112,00001112,131766,OK
1113,00001113,131830,OK
1114,00001114,131766,OK
1115,00001115,131489,OK
1116,00001116,131315,OK
1117,00001117,131041,OK
1118,00001118,130968,OK
1119,00001119,130966,OK
1120,00001120,130695,OK
1121,00001121,130393,OK
1122,00001122,130173,OK
1123,00001123,129973,OK
1124,00001124,129468,OK
1125,00001125,129409,OK
1126,00001126,129103,OK
1127,00001127,129133,OK
1128,00001128,128693,OK
1129,00001129,128406,OK
1130,00001130,128318,OK
1131,00001131,128148,OK
1132,00001132,127833,OK
1133,00001133,127527,OK
1134,00001134,127311,OK
1135,00001135,127273,OK
1136,00001136,127189,OK
1137,00001137,126883,OK
1138,00001138,126733,OK
1139,00001139,126317,OK
1140,00001140,125878,OK
1141,00001141,125698,OK
1142,00001142,125526,OK
1143,00001143,125627,OK
1144,00001144,125764,OK
1145,00001145,125819,OK
1146,00001146,125755,OK
1147,00001147,125797,OK
1148,00001148,125870,OK
1149,00001149,125729,OK
