file,num_objects,max_distance_m
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300026.txt,36,85.6725
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001450.txt,40,85.6649
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00301216.txt,18,85.6638
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001982.txt,49,85.5640
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300573.txt,29,85.5463
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300565.txt,31,85.5263
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001222.txt,20,85.5219
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300807.txt,20,85.5098
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000742.txt,28,85.4394
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000318.txt,37,85.4354
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002740.txt,58,85.4186
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300980.txt,28,85.3927
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002069.txt,54,85.3615
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001983.txt,48,85.3493
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300071.txt,35,85.2536
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00301217.txt,19,85.2445
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000317.txt,37,85.1913
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001449.txt,39,85.1360
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001984.txt,48,85.1351
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300997.txt,34,85.1243
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001223.txt,21,85.0624
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000733.txt,25,85.0603
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002741.txt,58,85.0278
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002306.txt,52,85.0226
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002068.txt,54,84.9836
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002312.txt,50,84.9398
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000715.txt,23,84.9387
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001985.txt,45,84.9213
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000790.txt,29,84.9157
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001444.txt,35,84.8597
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00301218.txt,20,84.8562
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000316.txt,36,84.8391
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000698.txt,19,84.7737
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002307.txt,50,84.7473
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300816.txt,25,84.7278
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001986.txt,49,84.6948
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002067.txt,54,84.6819
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300971.txt,22,84.6742
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300465.txt,18,84.6660
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300808.txt,21,84.6660
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300564.txt,30,84.6165
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001224.txt,19,84.5733
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000315.txt,36,84.4729
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002066.txt,51,84.4704
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00301219.txt,21,84.4699
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001987.txt,49,84.4686
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300999.txt,31,84.4285
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000741.txt,27,84.4144
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002308.txt,52,84.4019
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300981.txt,29,84.3945
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300996.txt,33,84.3205
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001988.txt,49,84.2429
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300093.txt,41,84.2096
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001225.txt,18,84.1622
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002065.txt,50,84.1526
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000314.txt,35,84.1239
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00301220.txt,20,84.0857
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000714.txt,22,84.0493
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001989.txt,49,84.0176
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000734.txt,24,83.9060
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000791.txt,27,83.8910
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300817.txt,25,83.8734
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300809.txt,22,83.8329
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000313.txt,32,83.8074
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001445.txt,37,83.8067
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002064.txt,49,83.7938
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001990.txt,47,83.7928
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300563.txt,31,83.7095
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00301221.txt,20,83.7037
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001226.txt,20,83.6944
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002315.txt,51,83.6750
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300107.txt,43,83.6418
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300810.txt,23,83.6232
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002063.txt,49,83.5943
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001991.txt,46,83.5684
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000699.txt,19,83.5555
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300466.txt,18,83.5398
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300995.txt,34,83.5292
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000312.txt,33,83.4845
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300106.txt,42,83.4500
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000740.txt,27,83.4048
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300523.txt,31,83.3919
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002316.txt,51,83.3709
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300444.txt,16,83.3572
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001992.txt,45,83.3444
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00301222.txt,20,83.3237
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001227.txt,23,83.2914
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001213.txt,21,83.2601
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300105.txt,41,83.2582
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000311.txt,33,83.1467
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001993.txt,47,83.1208
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002317.txt,52,83.0929
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000713.txt,23,83.0871
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300104.txt,41,83.0665
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300818.txt,25,83.0320
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002318.txt,52,83.0238
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300524.txt,30,82.9838
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00301223.txt,22,82.9459
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001994.txt,47,82.8977
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000792.txt,28,82.8737
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000310.txt,34,82.8716
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001228.txt,23,82.8671
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001214.txt,21,82.8048
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001446.txt,38,82.7922
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300994.txt,32,82.7508
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000735.txt,25,82.7493
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300103.txt,41,82.7159
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300094.txt,41,82.7059
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001995.txt,46,82.6751
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300985.txt,29,82.6507
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002079.txt,55,82.6262
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00301224.txt,22,82.5703
